va,name,size
0x0043A5C0,FUN_0043a5c0,5499
0x0043BB50,FUN_0043bb50,66
0x0043BBA0,FUN_0043bba0,956
0x0043BF60,FUN_0043bf60,905
0x0043C2F0,FUN_0043c2f0,696
0x0043C5B0,FUN_0043c5b0,94
0x0043C610,FUN_0043c610,150
0x0043C6B0,FUN_0043c6b0,2058
0x0043CEC0,FUN_0043cec0,67
0x0043CF10,FUN_0043cf10,150
0x0043CFB0,FUN_0043cfb0,295
0x0043D0E0,FUN_0043d0e0,417
0x0043D290,FUN_0043d290,452
0x0043D460,FUN_0043d460,551
0x0043D690,FUN_0043d690,11
0x0043D69B,FUN_0043d69b,1179
0x0043DB40,FUN_0043db40,379
0x0043DCC0,FUN_0043dcc0,257
0x0043DDD0,@CPRadarRange@4,46
0x0043DE00,@CPToggleHistory@0,16
0x0043DE10,?UsingSuppRadar@@YADXZ,120
0x0043DE90,?CPSetSkill@@YAXF@Z,77
0x0043DEE0,@CPAddItemToScopes@4,142
0x0043DF70,FUN_0043df70,11
0x0043DF7B,FUN_0043df7b,670
0x0043E220,FUN_0043e220,265
0x0043E330,FUN_0043e330,283
0x0043E450,FUN_0043e450,682
0x0043E700,FUN_0043e700,119
0x0043E780,@CPRemoveItemFromScopes@4,38
0x0043E7B0,FUN_0043e7b0,35
0x0043E7E0,@CPBombRange@4,46
0x0043E810,_CPUpdateRadar@0,21
0x0043E830,_CPResetRWR@0,131
0x0043E8C0,_CPComputeRCS@8,374
0x0043EA40,FUN_0043ea40,1692
0x0043F0E0,FUN_0043f0e0,10
0x0043F0EA,FUN_0043f0ea,399
0x0043F280,FUN_0043f280,115
0x0043F300,FUN_0043f300,89
0x0043F360,FUN_0043f360,422
0x0043F510,FUN_0043f510,10
0x0043F51A,FUN_0043f51a,1488
0x0043FAF0,FUN_0043faf0,4350
0x00440BF0,FUN_00440bf0,261
0x00440D00,FUN_00440d00,271
0x00440E10,@CPNextTarget@4,457
0x00440FE0,?CPUpdateIRItems@@YGXXZ,222
0x00441160,?CPGetContact@@YGGJ@Z,27
0x00441180,FUN_00441180,216
0x00441260,FUN_00441260,1393
0x004417E0,FUN_004417e0,1138
0x00441C60,_ChooseScoreInit,47
0x00441C90,_ChooseScore,740
0x00442360,?InitMovieContext@@YAXPAUMovieContext@@JJ@Z,12
0x00442370,?DecodeFrame@@YAXPAUMovieContext@@PAUFrameHeader@@PAUGlobalData@@@Z,676
0x0044275A,FUN_0044275a,796
0x00442C00,_GRAPHICInit@0,416
0x00442DA0,@GRAPHICRemove@4,62
0x00442DE0,_GRAPHICUpdate@0,44
0x00442E10,FUN_00442e10,771
0x00443120,FUN_00443120,141
0x004431B0,_GRAPHICAddYourObjs@4,277
0x004432D0,_GRAPHICAddExp@28,2133
0x00443B70,FUN_00443b70,225
0x00443C60,FUN_00443c60,149
0x00443D00,@GRAPHICAddCrater@12,190
0x00443DC0,@GRAPHICAddHulk@12,183
0x00443E80,_GRAPHICAddSmoke@28,265
0x00443F90,_GRAPHICAddSmokeAdder@40,135
0x00444020,_GRAPHICAddFire@32,197
0x004440F0,_GRAPHICAddInvisible@20,94
0x00444150,_GRAPHICMakeAdder@24,114
0x004441D0,_GRAPHICAddDebris@24,503
0x004443D0,_GRAPHICAddClusterRelease@24,10
0x004443DA,FUN_004443da,386
0x00444560,_GRAPHICAddSpecialDebris@16,571
0x004447A0,@GRAPHICAddDevice@12,441
0x00444960,FUN_00444960,11
0x00444970,FUN_00444970,9
0x00444980,FUN_00444980,11
0x00444990,FUN_00444990,9
0x004449A0,FUN_004449a0,5
0x004449B0,FUN_004449b0,24
0x004449D0,FUN_004449d0,3
0x004449E0,FUN_004449e0,1
0x004449F0,FUN_004449f0,202
0x00444AC0,FUN_00444ac0,14
0x00444AE0,FUN_00444ae0,99
0x00444B50,FUN_00444b50,116
0x00444BD0,FUN_00444bd0,166
0x00444CA0,FUN_00444ca0,395
0x00444EB0,FUN_00444eb0,180
0x00444F70,_SeqInit,230
0x00445060,_SeqStart,717
0x00445330,FUN_00445330,270
0x00445440,FUN_00445440,141
0x004454D0,?SeqSubstitute@@YAPADPAPADPAD0F@Z,127
0x00445550,FUN_00445550,343
0x004456B0,FUN_004456b0,71
0x00445700,_SeqContinue,1075
0x00445B40,FUN_00445b40,377
0x00445CC0,FUN_00445cc0,99
0x00445D30,_SeqStop,252
0x00445E30,_SeqEnd,56
0x00445ED0,FUN_00445ed0,446
0x00446090,FUN_00446090,107
0x00446100,FUN_00446100,111
0x00446170,FUN_00446170,45
0x004461A0,FUN_004461a0,385
0x00446330,FUN_00446330,40
0x00446360,FUN_00446360,405
0x00446500,FUN_00446500,257
0x00446710,FUN_00446710,147
0x004467B0,?SEQblock@@YAPAUSEQGR@@JJJJJJ@Z,150
0x00446890,_SEQfadein,118
0x00446910,_SEQfadeout,124
0x00446990,?SeqFadeOut@@YADGG@Z,89
0x004469F0,?SeqFadeIn@@YADGG@Z,96
0x00446B70,_SEQmusic,112
0x00446D90,_FormatText@24,376
0x004471E0,FUN_004471e0,219
0x004472C0,FUN_004472c0,195
0x00447410,FUN_00447410,371
0x00447600,FUN_00447600,323
0x00447750,FUN_00447750,325
0x004478A0,FUN_004478a0,151
0x00447970,?IntersectT@@YAJPAUF24_POINT@@JJ@Z,99
0x004479D8,?IntersectB@@YAJPAUF24_POINT@@JJ@Z,99
0x00447A40,_G_TileInit,51
0x00447A73,_G_TileShutDown,50
0x00447AA5,@G_Tile@32,9712
0x0044A0A0,_MultDiv32@12,36
0x0044A110,_InstallErrorExit@0,1
0x0044A120,_ErrorExit,583
0x0044A370,_GameCleanup@0,167
0x0044A420,_ErrorExitNoMem@0,14
0x0044A4A0,FUN_0044a4a0,306
0x0044A5E0,FUN_0044a5e0,158
0x0044A910,FUN_0044a910,271
0x0044AA20,FUN_0044aa20,496
0x0044AC10,FUN_0044ac10,17
0x0044AC21,FUN_0044ac21,355
0x0044B140,FUN_0044b140,141
0x0044B1D0,FUN_0044b1d0,1089
0x0044B620,FUN_0044b620,357
0x0044B790,FUN_0044b790,51
0x0044B7D0,FUN_0044b7d0,38
0x0044B800,FUN_0044b800,398
0x0044B9B0,_ROInit@0,112
0x0044BA20,_ROGet@8,121
0x0044BAA0,_RORemoveCurObj@0,65
0x0044BAF0,?SER_EnterCriticalCodeForeground@@YAXXZ,93
0x0044BB50,?SER_LeaveCriticalCodeForeground@@YAXXZ,30
0x0044BB70,?SER_ForegroundCheckConnection@@YADKJ@Z,139
0x0044BC00,?SER_ForegroundGetPacket@@YADAAUSERIAL_PACKET_WRAPPER@@@Z,161
0x0044BCB0,?SER_ForegroundPutPacket@@YADAAUSERIAL_PACKET_WRAPPER@@@Z,132
0x0044BD40,?SER_Flush@@YADJD@Z,110
0x0044BDB0,?SER_Write@@YAJJPAEJ@Z,136
0x0044BE40,?SER_WriteAvail@@YAJJ@Z,113
0x0044BF00,?_SER_Read@@YAJJPAEJ@Z,188
0x0044BFC0,?SER_Read@@YAJJPAEJ@Z,104
0x0044C030,?SER_ReadAvail@@YAJJJ@Z,76
0x0044C0FC,FUN_0044c0fc,170
0x0044C220,?SER_ExNamesTimeout@@YAXXZ,51
0x0044C260,?SER_ExchangeNames@@YADPAE@Z,782
0x0044C570,?SER_Initialize1@@YAJPAUCN_INFO@@J@Z,92
0x0044C5D0,?SER_Initialize2@@YAJPAUCN_INFO@@J@Z,272
0x0044C6E0,?SER_Initialize2_5@@YAJPAUCN_INFO@@J@Z,670
0x0044C980,?SER_Initialize3@@YAJPAUCN_INFO@@J@Z,11
0x0044C990,?SER_Initialize4@@YAJPAUCN_INFO@@J@Z,195
0x0044CA70,?SER_Initialize5@@YAJPAUCN_INFO@@J@Z,171
0x0044CB20,?SER_Initialize@@YAJPAUCN_INFO@@J@Z,170
0x0044CBD0,?SER_Shutdown1@@YAXXZ,43
0x0044CC00,?SER_Shutdown2@@YAXXZ,11
0x0044CC0B,FUN_0044cc0b,99
0x0044CC70,?SER_Shutdown3@@YAXXZ,43
0x0044CCA0,?SER_Shutdown@@YAXXZ,25
0x0044CCC0,?serIO@@YAXJ@Z,462
0x0044CF00,@FortMultiButton2@8,15
0x0044CF10,@FortMultiButtonText2@8,136
0x0044CFA0,FUN_0044cfa0,96
0x0044D070,_FortMission2@4,2266
0x0044D950,FUN_0044d950,394
0x0044DAE0,FUN_0044dae0,128
0x0044DB60,FUN_0044db60,129
0x0044DBF0,FUN_0044dbf0,1295
0x0044E1A0,FUN_0044e1a0,753
0x0044E4A0,FUN_0044e4a0,120
0x0044E520,FUN_0044e520,81
0x0044E580,FUN_0044e580,1912
0x0044EE00,FUN_0044ee00,694
0x0044F0C0,FUN_0044f0c0,48
0x0044F0F0,FUN_0044f0f0,132
0x0044F180,FUN_0044f180,3050
0x0044FE10,FUN_0044fe10,4008
0x00450E10,FUN_00450e10,73
0x00450E70,FUN_00450e70,205
0x00450F40,FUN_00450f40,46
0x00450F70,FUN_00450f70,770
0x00451280,FUN_00451280,207
0x00451350,FUN_00451350,26
0x00451370,FUN_00451370,116
0x004513F0,FUN_004513f0,26
0x00451410,FUN_00451410,25
0x00451430,FUN_00451430,33
0x00451460,FUN_00451460,95
0x004514C0,_FMUpdateGearPitch@0,182
0x00451580,_FMUpdateGear@0,81
0x004515E0,_FMUpdateWingSweep@0,148
0x00451680,_FMUpdateThrustVector@0,33
0x004516B0,_FMGetWeight@0,357
0x00451820,@FMCopyAngles@4,113
0x004518A0,_FMInitPlane@8,444
0x00451A60,_LimitThrottle@0,153
0x00451B00,@SetThrottle@4,88
0x00451B60,@FMFlaps@8,200
0x00451C30,@FMHook@4,91
0x00451C90,@FMGear@4,219
0x00451D70,@FMBrakes@8,137
0x00451E00,@FMVector@8,76
0x00451E50,@FMFuelConsumption@4,38
0x00451E80,_BurnFuel@0,11
0x00451E8B,FUN_00451e8b,444
0x00452050,@FMBurnNPCFuel@4,238
0x00452140,_FMUpdatePlaneFields@0,1256
0x00452630,@FMBay@4,210
0x00452710,_FMUpdateBay@0,66
0x00452760,@FMBayIsOpen@0,12
0x00452770,_HARDPtrs@12,113
0x004527F0,@HARDUnload@8,118
0x00452940,@HARDStoreWeight@4,45
0x00452980,_HARDCanLoad@8,648
0x00452C20,_HARDLoad@12,233
0x00452D10,_HARDLoadAll@0,65
0x00452D90,@HARDBestSeekers@12,201
0x00452E60,@HARDBestSeeker@8,55
0x00452EA0,@HARDFindJammer@4,98
0x00452F10,@HARDFindECMForObj@8,100
0x00452F80,_HARDFindStore@12,109
0x00452FF0,_HARDFindProj@16,11
0x00452FFB,FUN_00452ffb,155
0x004530A0,_HARDSetFlags@0,381
0x00453220,_HARDUnrotatedHardPos@12,120
0x004532A0,_HARDPos@16,294
0x004533D0,_HARDGunsOnly@0,106
0x00453440,_HARDGunsOnlyAll@0,73
0x00453490,@HARDGunLoadPercent@4,123
0x00453640,_HARDUnlimited@0,196
0x00453710,@HARDPodHack@4,230
0x00453800,_HARDClearUnloadedHarpoints@0,111
0x00453870,@HARDResourceName@4,31
0x00453890,FUN_00453890,34
0x004538C0,_HARDSaveHumanLoads@0,11
0x004538CB,FUN_004538cb,237
0x004539C0,_HARDRestoreHumanLoad@0,166
0x00453A70,_HARDTotalFuel@0,65
0x00453AF0,_HARDHasInternalBay@4,159
0x00453B90,_HARDRearmTest@0,178
0x00453C50,_HARDRearmHumanLoad@0,189
0x00453D10,_HARDUsedWeapons@12,50
0x00453D50,_HARDSaveFortLoads@0,11
0x00453D5B,FUN_00453d5b,353
0x00453EC0,_HARDRestoreFortLoad@0,197
0x00453F90,_HARDRearmFortTest@0,198
0x00454060,_HARDRearmFortLoad@0,214
0x00454140,_ChangePlaneType@12,599
0x004543A0,?RepairTime@@YIJJ@Z,29
0x004543C0,_SelectRepairPlane@16,5353
0x004558F0,FUN_004558f0,384
0x00455A70,FUN_00455a70,69
0x00455AC0,FUN_00455ac0,298
0x00455BF0,FUN_00455bf0,742
0x00455EE0,FUN_00455ee0,240
0x00455FD0,FUN_00455fd0,127
0x004561A0,@Percent@4,24
0x004561C0,@InitRand@4,16
0x004561D0,@Rand32@4,254
0x004562D0,_Rand16@0,10
0x004562E0,_Rand8@0,10
0x004562F0,@Rand@4,11
0x00456300,_DecodeDSVGA8Frame,1991
0x00456AD0,?EDB@@YAXPAE0PAUFrameHeader@@PAUGlobalData@@@Z,1003
0x00456EC0,_DecodeSVGA8Frame,869
0x00457230,?DecodeDBook@@YAXPAEPAGGPAUGlobalData@@@Z,931
0x004575E0,FUN_004575e0,28
0x00457600,?DoubleDecodeDBook@@YAXPAEPAGGGPAUGlobalData@@@Z,1102
0x00457A50,_DecodeSVGA15Frame,944
0x00457E00,_DecodeDSVGA15Frame,950
0x004581C0,?Decode24Book@@YAXPAEPAKPAUGlobalData@@@Z,691
0x00458480,?DoubleDecode24Book@@YAXPAEPAKGPAUGlobalData@@@Z,802
0x004587B0,_DecodeSVGA24Frame,1371
0x00458D10,_DecodeDSVGA24Frame,1661
0x00459390,_DecodeInterSVGA15Frame,1930
0x00459B20,_DecodeInterDSVGA15Frame,1995
0x0045A2F0,?DitherCodeSingle@@YAXPAEPAG0@Z,559
0x0045A520,?DitherCode@@YAXPAEPAK0@Z,730
0x0045A800,?DitherCodeDouble@@YAXPAEPAK0@Z,904
0x0045AB90,_DecodeDSVGA15NONFrame,1497
0x0045B170,_DecodeDSVGA15NONSkipFrame,1171
0x0045B610,_DecodeSVGA15NONFrame,940
0x0045B9C0,_DecodeInterSVGA15NONFrame,1179
0x0045BE60,_DecodeInterDSVGA15NONFrame,1685
0x0045C500,_DecodeInterDSVGA15NONSkipFrame,1381
0x0045CA70,?DrawAcrossBankInter@@YAGFFFFKPAUGlobalData@@GPAE@Z,805
0x0045CDA0,?DrawAcrossBank@@YAGFFFFKPAUGlobalData@@G@Z,739
0x0045D090,?pkt_send_can_i_play@@YADHPADPAUNET_ADDRESS@@@Z,130
0x0045D120,?pkt_send_can_i_play_player@@YADHHPADPAUNET_ADDRESS@@@Z,141
0x0045D1B0,?pkt_send_sync@@YADH@Z,16
0x0045D1C0,?pkt_send_type@@YADHH@Z,55
0x0045D200,?pkt_sock_send_type@@YADIH@Z,51
0x0045D240,?pkt_sock_send_message@@YADIGPAD@Z,54
0x0045D280,?pkt_build_message@@YAXPAUNET_PKT@@GPAD@Z,74
0x0045D2D0,?pkt_send_you_can_play@@YADHPAD@Z,75
0x0045D320,?pkt_send_ready@@YADHH@Z,52
0x0045D360,?pkt_send_error@@YADHJ@Z,59
0x0045D3A0,?pkt_send_new_player@@YADHHPADPAUNET_ADDRESS@@@Z,146
0x0045D440,?pkt_sock_send_new_player@@YADIHPADPAUNET_ADDRESS@@@Z,147
0x0045D580,?pkt_sock_send_lost_player@@YADIHPADPAUNET_ADDRESS@@@Z,147
0x0045D700,?pkt_sock_send_error@@YADJI@Z,59
0x0045D760,?pkt_build_sync_reply@@YAXPAUNET_PKT@@@Z,18
0x0045D780,?pkt_build_play_game@@YAXPAUNET_PKT@@@Z,18
0x0045D810,?pkt_send_player_info@@YADHGPAUNET_PLAYER_LIST@@@Z,54
0x0045D890,?pkt_build_player_info@@YAXPAUNET_PKT@@GPAUNET_PLAYER_LIST@@@Z,174
0x0045D940,?pkt_sock_send@@YADPAUNET_PKT@@I@Z,41
0x0045D970,?pkt_send@@YADPAUNET_PKT@@H@Z,156
0x0045DA10,?pkt_set_header@@YAXHPAUNET_PKT@@H@Z,27
0x0045DA30,FUN_0045da30,195
0x0045DB00,?pkt_sock_read@@YADPAUNET_PKT@@I@Z,198
0x0045DBD0,@GG_InitMode@0,215
0x0045DCB0,@GG_ShutdownMode@0,39
0x0045DCE0,@GG_GetMode@0,355
0x0045DE70,_GG_SetPalette@16,66
0x0045DEC0,@GG_Shake@0,31
0x0045DEDF,GG_FlushShaken,518
0x0045E0EF,FUN_0045e0ef,8
0x0045E120,@GG_Flush@4,31
0x0045E13F,GG_FlushDirtyLines,535
0x0045E360,FUN_0045e360,8
0x0045E370,@flushLineStats@0,36
0x0045E3A0,@GG_RestoreSurfaces@0,106
0x0045E410,@GG_WaitRetrace@0,18
0x0045E440,_GG_VideoModesAvailable@0,18
0x0045E460,_WNGInit@0,36
0x0045E490,_WNGAdd@8,133
0x0045E520,FUN_0045e520,260
0x0045E630,FUN_0045e630,85
0x0045E6E0,_WNGWingmen@8,42
0x0045E710,_WNGPart@12,119
0x0045E790,FUN_0045e790,186
0x0045E8A0,FUN_0045e8a0,65
0x0045E8F0,_WNGLeaderLanding@0,121
0x0045E970,_WNGFormationMove@12,322
0x0045EAC0,FUN_0045eac0,111
0x0045EB30,FUN_0045eb30,62
0x0045EB70,FUN_0045eb70,63
0x0045EBB0,FUN_0045ebb0,63
0x0045EBF0,FUN_0045ebf0,404
0x0045ED90,_WNGSendWM@8,10
0x0045ED9A,FUN_0045ed9a,332
0x0045EEF0,FUN_0045eef0,45
0x0045EF20,FUN_0045ef20,141
0x0045EFB0,FUN_0045efb0,128
0x0045F030,FUN_0045f030,83
0x0045F090,_WNGPlayerWM@0,104
0x0045F100,FUN_0045f100,137
0x0045F190,_GRPInit@0,36
0x0045F1C0,_GRPAdd@8,133
0x0045F250,@GRPRemove@0,260
0x0045F360,@GRPLeader@4,85
0x0045F410,_GRPWingmen@8,42
0x0045F440,_GRPPart@12,119
0x0045F5D0,@GRPControl@4,65
0x0045F6A0,_GRPFormationMove@12,322
0x0045F7F0,@GRPSetControl@8,111
0x0045F860,@GRPSetType@4,62
0x0045F8A0,@GRPSetSpacingH@4,63
0x0045F8E0,@GRPSetSpacingV@4,63
0x0045FACA,FUN_0045faca,332
0x0045FC20,@GRPResponseSize@0,45
0x0045FC50,@GRPAttackingObj@4,141
0x0045FCE0,@GRPHumansFirst@4,128
0x0045FEC0,?INFO2Draw@@YIXXZ,3567
0x00460CB0,FUN_00460cb0,584
0x00460F20,FUN_00460f20,56
0x00460F60,FUN_00460f60,66
0x00460FB0,?INFO2SetType@@YIXJ@Z,11
0x00460FBB,FUN_00460fbb,1002
0x004613B0,FUN_004613b0,848
0x00461710,_INFO2Screen,3678
0x004625B0,FUN_004625b0,54
0x004625F0,FUN_004625f0,15
0x00462600,_InitChain@0,25
0x00462620,_RemoveFromChains@0,30
0x00462640,ChainRemoveCurObj,110
0x004626B0,_ImmediateService@0,24
0x004626D0,ChainInsertCurObj,214
0x004627B0,_RemoveCurObj@0,250
0x004628B0,@GetCurObj@4,175
0x00462980,@PutCurObj@0,58
0x004629E0,_PushCurObj@4,55
0x00462A20,_PopCurObj@0,44
0x00462A50,_ServiceObjects,276
0x00462B70,ChainMergeSorted,289
0x00462C91,ProcessHitMsgs,168
0x00462D40,ProcessEffectMsgs,226
0x00462E70,?Service@@YGXXZ,825
0x004631B0,?CheckForEvents1@@YGXXZ,53
0x004631F0,?CheckForEvents2@@YGXD@Z,1329
0x00463730,PadlockTarget,449
0x00463900,NearbyGroupLeader,124
0x00463980,_MaybeCallEventProc@8,51
0x004639C0,_CallEventProc@8,82
0x00463A20,_CreateMove@52,198
0x00463AF0,_CreateMoveGoal@20,132
0x00463B90,TimeAddSat,44
0x00463BC0,@ObjPlusAngleParm@8,21
0x00463BE0,@ObjPlusDeltaParm@12,108
0x00463C50,@WriteCmdBuf@12,69
0x00463CA0,@WriteCmdBufProcptr@4,27
0x00463CC0,@WriteCmdBufMove@4,12
0x00463CD0,_WriteCmdBufEnd@0,15
0x00463CE0,@FinishCmdBuf@4,23
0x00463D00,_AllocCmdBuf@0,58
0x00463D40,_ReadCmdBuf,266
0x00463E50,_CancelCmdBuf@0,69
0x00463EA0,@MaskEvents@4,19
0x00463EC0,@CallDamageProc@4,100
0x00463F30,GetObjProc,44
0x00463F60,_CallUtilProc,52
0x00463FA0,@Ignore@4,158
0x00464040,@Reaction@12,695
0x00464300,@EnterState@4,284
0x00464420,@InSearchArea@4,11
0x0046442B,InSearchAreaBody,191
0x004644F0,_PreferredTargetId@0,35
0x00464520,_PreferredProtectId@0,42
0x00464550,@CloseToAnything@4,231
0x00464640,@SetScenarioEndTime@4,25
0x00464660,?dlg_list_init@@YAPAXG@Z,70
0x004646B0,?dlg_list_shutdown@@YAXPAX@Z,86
0x00464710,?dlg_list_often@@YAXPAX@Z,189
0x004647D0,?dlg_list_clear@@YAXPAX@Z,48
0x00464800,?dlg_list_get_selection@@YA?AW4DLG_SELECTION@@PAXPAUNET_ADDRESS@@PAD@Z,121
0x004648B0,?dlg_list_add@@YAXPAXW4PLAYER_ACTION@@PADPAUNET_ADDRESS@@J@Z,307
0x004649F0,?dlg_list_update@@YAXPAX@Z,463
0x00464BC0,FUN_00464bc0,149
0x00464C60,_CTInit@0,24
0x00464C80,_CTShutdown@0,1
0x00464C90,_CTRespondToCancelCmdBuf@0,52
0x00464CD0,FUN_00464cd0,214
0x00464DB0,FUN_00464db0,37
0x00464DE0,_CTVarDiff,63
0x004650A0,_CTEval_radar,11
0x004650E0,_CTEval_ir,11
0x00465A30,_CTDo_exit,31
0x00465A70,_CTDo_maneuver,95
0x00465AD0,FUN_00465ad0,42
0x00465C90,FUN_00465c90,44
0x00465CC0,_CTDo_move,123
0x00465D40,FUN_00465d40,84
0x00465DA0,FUN_00465da0,55
0x00465DE0,FUN_00465de0,29
0x00465E00,FUN_00465e00,30
0x00465E20,_CTDo_movetoalt,125
0x00465EA0,_CTDo_turn,434
0x00466290,FUN_00466290,46
0x004663F0,_CTDo_jink,199
0x00466820,FUN_00466820,138
0x004668F0,FUN_004668f0,46
0x00466920,FUN_00466920,66
0x00466970,_CTExecProgram@4,263
0x00466A80,FUN_00466a80,1465
0x004670E0,FUN_004670e0,38
0x00467180,?PilotSave@@YIFPAUPILOT@@F@Z,180
0x00467240,FUN_00467240,122
0x004672C0,?PilotPhoto@@YIXPAUPILOT@@@Z,67
0x00467310,?CallsignChoose@@YGXPAUPILOT@@J@Z,473
0x004674F0,FUN_004674f0,859
0x00467860,FUN_00467860,30
0x00467880,FUN_00467880,47
0x004678B0,?EditPilot@@YGDPADPAUPILOT@@0J@Z,220
0x00467990,?RemapInsignia@@YIXPAUT_BITMAP@@@Z,43
0x004679C0,_MakePicList@16,611
0x00467C30,?FindPic@@YGXPAD0JJ@Z,511
0x00467E30,FUN_00467e30,251
0x00467F30,?PilotFindFile@@YIDF@Z,236
0x00468020,@PilotScreen@4,3072
0x00468C40,FUN_00468c40,82
0x00468CA0,FUN_00468ca0,330
0x00468DF0,FUN_00468df0,67
0x00468E40,FUN_00468e40,177
0x00468F00,FUN_00468f00,62
0x00468F40,FUN_00468f40,53
0x00468F80,FUN_00468f80,143
0x00469960,_EJECTRemove@0,1
0x00469970,@EJECTAdd@4,733
0x0046A370,_SMInit@0,329
0x0046A4C0,_SMShutdown@0,22
0x0046A4E0,_SMAddress@4,143
0x0046A570,_SMCallByName,11
0x0046A57B,FUN_0046a57b,191
0x0046A640,_G_InitCircles@0,67
0x0046A690,_G_ShutdownCircles@0,42
0x0046A6C0,_G_Circle@16,900
0x0046AAF0,FUN_0046aaf0,71
0x0046ABA0,FUN_0046aba0,85
0x0046AC00,?net_test_process_pkt@@YAXPAUNET_PKT@@H@Z,52
0x0046AC40,?net_test_process_pkt_ack@@YADPAUNET_PKT@@H@Z,167
0x0046AD40,FUN_0046ad40,119
0x0046ADC0,@WritePalette@8,25
0x0046ADF0,?SetVESABank@@YAGG@Z,4
0x0046AE00,?SetVESATop@@YAXGG@Z,1
0x0046AE10,?InitCobra@@YAGPAUGlobalData@@@Z,735
0x0046B0F0,?CleanCobra@@YAGPAUGlobalData@@@Z,37
0x0046B120,?InitVideo@@YAGPAUGlobalData@@@Z,903
0x0046B4B0,?CleanVideo@@YAGPAUGlobalData@@@Z,4
0x0046B4C0,?InitAudio@@YAGPAUGlobalData@@@Z,4
0x0046B4D0,?CleanAudio@@YAGPAUGlobalData@@@Z,4
0x0046B4E0,?SetupCobra@@YAGPAUGlobalData@@@Z,79
0x0046B530,?CleanupCobra@@YAGPAUGlobalData@@@Z,37
0x0046B560,?MainLoop@@YAGPAUGlobalData@@@Z,2081
0x0046BD90,FUN_0046bd90,80
0x0046BDE0,?MPFlushAll@@YIXD@Z,110
0x0046BE50,?MPCheckConnection@@YGXXZ,581
0x0046C0A0,FUN_0046c0a0,171
0x0046C150,?MPSetSlowComm@@YGXXZ,55
0x0046C190,?MPConnect@@YGXXZ,190
0x0046C250,?MPShutdown@@YGXXZ,1
0x0046C260,?MPTimeSync@@YGXXZ,17
0x0046C280,?MPMissionInit1@@YGXXZ,12
0x0046C28C,FUN_0046c28c,474
0x0046C470,?MPMissionInit2@@YGXXZ,130
0x0046C500,?MPMissionShutdown@@YGXXZ,20
0x0046C520,?MPService@@YGXXZ,347
0x0046C680,FUN_0046c680,245
0x0046C780,FUN_0046c780,219
0x0046C860,FUN_0046c860,175
0x0046C910,FUN_0046c910,103
0x0046C980,?MPReceive@@YGDXZ,15
0x0046C98F,FUN_0046c98f,8617
0x0046EC40,FUN_0046ec40,26
0x0046EC60,FUN_0046ec60,111
0x0046ECD0,FUN_0046ecd0,55
0x0046ED10,FUN_0046ed10,148
0x0046EDB0,FUN_0046edb0,71
0x0046EE00,FUN_0046ee00,53
0x0046EE40,FUN_0046ee40,71
0x0046EE90,FUN_0046ee90,57
0x0046EED0,?MPSend@@YGXXZ,15
0x0046EEDF,FUN_0046eedf,2909
0x0046FA40,FUN_0046fa40,27
0x0046FA60,FUN_0046fa60,394
0x0046FBF0,FUN_0046fbf0,346
0x0046FD50,FUN_0046fd50,71
0x0046FDB0,?MPRemoveCurObj@@YGXXZ,67
0x0046FE00,?MPEndMission@@YGXXZ,43
0x0046FE30,?MPSendGameMode@@YGXXZ,56
0x0046FE70,?MPAddScore@@YGXJG@Z,121
0x0046FEF0,?MPSendMissionSucceeded@@YGXXZ,47
0x0046FF20,FUN_0046ff20,68
0x0046FF70,?MPPaused@@YGDXZ,76
0x0046FFC0,?MPSetPaused@@YIXD@Z,68
0x00470010,?MPProjAdd@@YGXXZ,12
0x0047001C,FUN_0047001c,300
0x00470150,?MPEjectAdd@@YIXGG@Z,75
0x004701A0,?MPManAdd@@YGXGPADEPAUF24_POINT3@@1J@Z,12
0x004701AC,FUN_004701ac,161
0x00470250,?MPPrepareForInterp@@YGXPAUANGLE@@J@Z,12
0x0047025C,FUN_0047025c,769
0x00470560,FUN_00470560,222
0x00470640,?MPMsgSend@@YIXPAUT_MSG@@@Z,313
0x00470780,FUN_00470780,209
0x004708B0,?MPGraphicAddCrater@@YIXPAUF24_POINT3@@J@Z,67
0x00470900,?MPGraphicAddExp@@YGXJPAUF24_POINT3@@GDDD@Z,133
0x00470990,?MPGraphicAddSmoke@@YGXJPAUF24_POINT3@@JJJG@Z,133
0x00470A20,?MPGraphicAddDebris@@YGXJPAUF24_POINT3@@PAUWORD_POINT3@@JD@Z,111
0x00470A90,?MPGraphicAddClusterRelease@@YGXJPAUF24_POINT3@@PAUWORD_POINT3@@JD@Z,111
0x00470B00,?MPGraphicAddSpecialDebris@@YGXPAUF24_POINT3@@GD@Z,109
0x00470B70,?MPGraphicAddHulk@@YIXPAUF24_POINT3@@J@Z,67
0x00470BC0,?MPLaunchDevice@@YGXGEJEPAUWORD_POINT3@@@Z,103
0x00470C30,?MPGraphicAddFire@@YGXEPAUF24_POINT3@@GPAUWORD_POINT3@@JJJ@Z,180
0x00470CF0,?MPGraphicAddSmokeAdder@@YGXPAUF24_POINT3@@GPAUWORD_POINT3@@JJJJJJ@Z,196
0x00470DC0,?MPGraphicRemove@@YGXXZ,60
0x00470E00,?MPShellSendScreen@@YIXJ@Z,61
0x00470E40,?MPPlayerChoseSide@@YIXE@Z,52
